farm_id,farmer_id,survey_number,gat_number,farm_area_hectare,village_id,geojson,soil_type,irrigation_type
3311,1640,545/5,GAT-3311,7.0,96,"{""type"":""Polygon""}",Black Soil,Rainfed
3312,1641,281/3,GAT-3312,8.47,240,"{""type"":""Polygon""}",Clay,Canal
3313,1642,681/3,GAT-3313,3.61,39,"{""type"":""Polygon""}",Black Soil,Canal
3314,1642,681/2,GAT-3314,3.74,39,"{""type"":""Polygon""}",Black Soil,Drip
3315,1643,504/3,GAT-3315,4.03,475,"{""type"":""Polygon""}",Black Soil,Canal
3316,1643,408/4,GAT-3316,3.05,475,"{""type"":""Polygon""}",Clay,Drip
3317,1643,458/3,GAT-3317,7.46,475,"{""type"":""Polygon""}",Black Soil,Drip
3318,1644,71/4,GAT-3318,5.34,449,"{""type"":""Polygon""}",Clay,Rainfed
3319,1644,711/3,GAT-3319,4.7,449,"{""type"":""Polygon""}",Clay,Rainfed
3320,1645,103/3,GAT-3320,0.76,125,"{""type"":""Polygon""}",Clay,Rainfed
3321,1645,455/4,GAT-3321,5.12,125,"{""type"":""Polygon""}",Black Soil,Rainfed
3322,1646,854/4,GAT-3322,7.82,425,"{""type"":""Polygon""}",Black Soil,Rainfed
3323,1646,724/3,GAT-3323,1.87,425,"{""type"":""Polygon""}",Black Soil,Canal
3324,1646,960/4,GAT-3324,2.82,425,"{""type"":""Polygon""}",Clay,Canal
3325,1647,423/2,GAT-3325,1.0,135,"{""type"":""Polygon""}",Red Soil,Rainfed
3326,1648,505/5,GAT-3326,3.26,183,"{""type"":""Polygon""}",Clay,Rainfed
3327,1648,387/3,GAT-3327,2.12,183,"{""type"":""Polygon""}",Red Soil,Rainfed
3328,1649,210/1,GAT-3328,8.75,430,"{""type"":""Polygon""}",Red Soil,Drip
3329,1649,94/1,GAT-3329,5.99,430,"{""type"":""Polygon""}",Clay,Canal
3330,1650,972/1,GAT-3330,3.5,405,"{""type"":""Polygon""}",Clay,Drip
3331,1650,443/1,GAT-3331,6.98,405,"{""type"":""Polygon""}",Clay,Drip
3332,1650,851/5,GAT-3332,2.6,405,"{""type"":""Polygon""}",Black Soil,Canal
3333,1651,319/5,GAT-3333,2.16,320,"{""type"":""Polygon""}",Black Soil,Rainfed
3334,1651,857/5,GAT-3334,6.74,320,"{""type"":""Polygon""}",Red Soil,Drip
3335,1652,474/4,GAT-3335,2.76,109,"{""type"":""Polygon""}",Red Soil,Drip
3336,1653,725/1,GAT-3336,9.36,47,"{""type"":""Polygon""}",Black Soil,Rainfed
3337,1653,971/3,GAT-3337,5.35,47,"{""type"":""Polygon""}",Clay,Rainfed
3338,1654,738/5,GAT-3338,6.5,437,"{""type"":""Polygon""}",Black Soil,Canal
3339,1654,286/4,GAT-3339,5.59,437,"{""type"":""Polygon""}",Black Soil,Rainfed
3340,1655,445/5,GAT-3340,6.92,420,"{""type"":""Polygon""}",Red Soil,Rainfed
3341,1655,330/1,GAT-3341,7.05,420,"{""type"":""Polygon""}",Red Soil,Canal
3342,1655,951/5,GAT-3342,4.17,420,"{""type"":""Polygon""}",Clay,Drip
3343,1656,905/4,GAT-3343,0.71,303,"{""type"":""Polygon""}",Clay,Rainfed
3344,1656,8/3,GAT-3344,8.61,303,"{""type"":""Polygon""}",Black Soil,Canal
3345,1657,967/3,GAT-3345,2.6,474,"{""type"":""Polygon""}",Clay,Rainfed
3346,1657,17/4,GAT-3346,2.14,474,"{""type"":""Polygon""}",Red Soil,Canal
3347,1658,481/1,GAT-3347,0.78,389,"{""type"":""Polygon""}",Black Soil,Canal
3348,1658,972/3,GAT-3348,2.8,389,"{""type"":""Polygon""}",Black Soil,Rainfed
3349,1658,977/4,GAT-3349,1.05,389,"{""type"":""Polygon""}",Black Soil,Drip
3350,1659,623/4,GAT-3350,3.11,358,"{""type"":""Polygon""}",Clay,Drip
3351,1659,159/4,GAT-3351,3.11,358,"{""type"":""Polygon""}",Black Soil,Rainfed
3352,1660,239/1,GAT-3352,6.76,251,"{""type"":""Polygon""}",Red Soil,Drip
3353,1660,227/5,GAT-3353,0.6,251,"{""type"":""Polygon""}",Clay,Drip
3354,1660,775/1,GAT-3354,6.35,251,"{""type"":""Polygon""}",Black Soil,Canal
3355,1661,733/4,GAT-3355,6.35,355,"{""type"":""Polygon""}",Clay,Rainfed
3356,1661,24/1,GAT-3356,7.03,355,"{""type"":""Polygon""}",Clay,Canal
3357,1662,452/4,GAT-3357,0.89,252,"{""type"":""Polygon""}",Red Soil,Canal
3358,1663,486/1,GAT-3358,3.28,215,"{""type"":""Polygon""}",Red Soil,Rainfed
3359,1663,854/4,GAT-3359,2.37,215,"{""type"":""Polygon""}",Red Soil,Canal
3360,1663,389/4,GAT-3360,5.26,215,"{""type"":""Polygon""}",Black Soil,Drip
3361,1664,463/4,GAT-3361,8.88,60,"{""type"":""Polygon""}",Black Soil,Drip
3362,1665,717/2,GAT-3362,3.3,254,"{""type"":""Polygon""}",Clay,Rainfed
3363,1666,377/1,GAT-3363,6.81,266,"{""type"":""Polygon""}",Black Soil,Drip
3364,1666,599/2,GAT-3364,4.78,266,"{""type"":""Polygon""}",Black Soil,Canal
3365,1667,782/2,GAT-3365,2.81,449,"{""type"":""Polygon""}",Red Soil,Drip
3366,1667,607/3,GAT-3366,6.21,449,"{""type"":""Polygon""}",Clay,Canal
3367,1668,484/4,GAT-3367,6.0,140,"{""type"":""Polygon""}",Black Soil,Rainfed
3368,1669,426/4,GAT-3368,2.75,71,"{""type"":""Polygon""}",Black Soil,Rainfed
3369,1669,905/4,GAT-3369,5.78,71,"{""type"":""Polygon""}",Clay,Rainfed
3370,1669,812/2,GAT-3370,6.29,71,"{""type"":""Polygon""}",Red Soil,Canal
3371,1670,814/1,GAT-3371,7.93,307,"{""type"":""Polygon""}",Black Soil,Drip
3372,1671,883/4,GAT-3372,6.48,46,"{""type"":""Polygon""}",Clay,Canal
3373,1671,12/2,GAT-3373,2.77,46,"{""type"":""Polygon""}",Red Soil,Drip
3374,1671,495/4,GAT-3374,6.57,46,"{""type"":""Polygon""}",Clay,Drip
3375,1672,130/1,GAT-3375,7.65,101,"{""type"":""Polygon""}",Red Soil,Rainfed
3376,1672,291/1,GAT-3376,8.1,101,"{""type"":""Polygon""}",Red Soil,Rainfed
3377,1672,663/2,GAT-3377,1.88,101,"{""type"":""Polygon""}",Black Soil,Canal
3378,1673,940/1,GAT-3378,9.32,390,"{""type"":""Polygon""}",Red Soil,Rainfed
3379,1673,120/5,GAT-3379,2.97,390,"{""type"":""Polygon""}",Red Soil,Rainfed
3380,1674,832/1,GAT-3380,4.88,93,"{""type"":""Polygon""}",Black Soil,Canal
3381,1675,15/3,GAT-3381,2.93,215,"{""type"":""Polygon""}",Clay,Canal
3382,1675,430/1,GAT-3382,6.82,215,"{""type"":""Polygon""}",Red Soil,Canal
3383,1675,479/1,GAT-3383,0.54,215,"{""type"":""Polygon""}",Clay,Canal
3384,1676,584/4,GAT-3384,2.26,147,"{""type"":""Polygon""}",Clay,Drip
3385,1676,908/5,GAT-3385,4.92,147,"{""type"":""Polygon""}",Black Soil,Rainfed
3386,1677,601/4,GAT-3386,5.21,13,"{""type"":""Polygon""}",Black Soil,Canal
3387,1678,876/3,GAT-3387,5.36,357,"{""type"":""Polygon""}",Black Soil,Drip
3388,1678,122/3,GAT-3388,2.88,357,"{""type"":""Polygon""}",Clay,Drip
3389,1679,92/4,GAT-3389,3.83,322,"{""type"":""Polygon""}",Red Soil,Rainfed
3390,1679,858/5,GAT-3390,7.08,322,"{""type"":""Polygon""}",Clay,Drip
3391,1679,460/2,GAT-3391,5.58,322,"{""type"":""Polygon""}",Red Soil,Drip
3392,1680,576/5,GAT-3392,4.56,26,"{""type"":""Polygon""}",Red Soil,Drip
3393,1680,594/2,GAT-3393,9.36,26,"{""type"":""Polygon""}",Clay,Rainfed
3394,1680,849/3,GAT-3394,6.11,26,"{""type"":""Polygon""}",Black Soil,Canal
3395,1681,508/4,GAT-3395,1.62,453,"{""type"":""Polygon""}",Red Soil,Drip
3396,1681,398/4,GAT-3396,6.51,453,"{""type"":""Polygon""}",Red Soil,Rainfed
3397,1682,39/5,GAT-3397,9.68,317,"{""type"":""Polygon""}",Clay,Drip
3398,1682,898/3,GAT-3398,1.23,317,"{""type"":""Polygon""}",Red Soil,Drip
3399,1682,217/3,GAT-3399,1.35,317,"{""type"":""Polygon""}",Red Soil,Drip
3400,1683,702/4,GAT-3400,9.16,13,"{""type"":""Polygon""}",Black Soil,Drip
3401,1683,224/4,GAT-3401,2.84,13,"{""type"":""Polygon""}",Clay,Canal
3402,1684,239/5,GAT-3402,6.31,297,"{""type"":""Polygon""}",Black Soil,Canal
3403,1685,670/2,GAT-3403,5.04,177,"{""type"":""Polygon""}",Clay,Canal
3404,1685,182/1,GAT-3404,8.92,177,"{""type"":""Polygon""}",Red Soil,Canal
3405,1685,836/5,GAT-3405,9.67,177,"{""type"":""Polygon""}",Black Soil,Canal
3406,1686,783/4,GAT-3406,5.07,33,"{""type"":""Polygon""}",Red Soil,Drip
3407,1687,432/3,GAT-3407,8.76,311,"{""type"":""Polygon""}",Red Soil,Canal
3408,1687,969/4,GAT-3408,6.17,311,"{""type"":""Polygon""}",Black Soil,Drip
3409,1687,818/4,GAT-3409,7.95,311,"{""type"":""Polygon""}",Clay,Canal
3410,1688,331/1,GAT-3410,2.39,184,"{""type"":""Polygon""}",Black Soil,Drip
3411,1688,372/1,GAT-3411,0.83,184,"{""type"":""Polygon""}",Clay,Canal
3412,1689,131/4,GAT-3412,6.64,290,"{""type"":""Polygon""}",Clay,Drip
3413,1690,858/4,GAT-3413,4.94,241,"{""type"":""Polygon""}",Black Soil,Canal
3414,1690,627/5,GAT-3414,1.13,241,"{""type"":""Polygon""}",Clay,Canal
3415,1690,923/1,GAT-3415,2.11,241,"{""type"":""Polygon""}",Clay,Drip
3416,1691,846/5,GAT-3416,0.62,58,"{""type"":""Polygon""}",Clay,Rainfed
3417,1691,853/3,GAT-3417,0.93,58,"{""type"":""Polygon""}",Black Soil,Drip
3418,1691,166/4,GAT-3418,2.71,58,"{""type"":""Polygon""}",Clay,Canal
3419,1692,260/3,GAT-3419,7.53,175,"{""type"":""Polygon""}",Red Soil,Canal
3420,1692,915/4,GAT-3420,4.62,175,"{""type"":""Polygon""}",Clay,Drip
3421,1693,227/2,GAT-3421,5.01,232,"{""type"":""Polygon""}",Black Soil,Drip
3422,1693,106/1,GAT-3422,7.08,232,"{""type"":""Polygon""}",Clay,Rainfed
3423,1694,757/3,GAT-3423,6.07,184,"{""type"":""Polygon""}",Clay,Canal
3424,1695,954/3,GAT-3424,0.79,153,"{""type"":""Polygon""}",Black Soil,Canal
3425,1695,910/3,GAT-3425,0.92,153,"{""type"":""Polygon""}",Black Soil,Canal
3426,1695,384/5,GAT-3426,7.76,153,"{""type"":""Polygon""}",Red Soil,Drip
3427,1696,598/3,GAT-3427,4.94,5,"{""type"":""Polygon""}",Red Soil,Canal
3428,1696,63/1,GAT-3428,7.25,5,"{""type"":""Polygon""}",Red Soil,Drip
3429,1697,820/4,GAT-3429,4.67,169,"{""type"":""Polygon""}",Clay,Canal
3430,1697,80/5,GAT-3430,3.26,169,"{""type"":""Polygon""}",Clay,Drip
3431,1697,595/5,GAT-3431,3.67,169,"{""type"":""Polygon""}",Clay,Rainfed
3432,1698,32/5,GAT-3432,3.1,333,"{""type"":""Polygon""}",Clay,Drip
3433,1698,313/1,GAT-3433,5.65,333,"{""type"":""Polygon""}",Red Soil,Canal
3434,1699,857/5,GAT-3434,3.16,467,"{""type"":""Polygon""}",Red Soil,Rainfed
3435,1699,588/3,GAT-3435,7.14,467,"{""type"":""Polygon""}",Red Soil,Rainfed
3436,1699,423/2,GAT-3436,4.06,467,"{""type"":""Polygon""}",Black Soil,Drip
3437,1700,741/1,GAT-3437,6.02,334,"{""type"":""Polygon""}",Clay,Drip
3438,1700,990/1,GAT-3438,7.16,334,"{""type"":""Polygon""}",Red Soil,Rainfed
3439,1701,343/3,GAT-3439,7.93,267,"{""type"":""Polygon""}",Red Soil,Drip
3440,1702,264/3,GAT-3440,3.08,389,"{""type"":""Polygon""}",Red Soil,Drip
3441,1702,914/5,GAT-3441,7.14,389,"{""type"":""Polygon""}",Clay,Rainfed
3442,1703,593/2,GAT-3442,0.74,454,"{""type"":""Polygon""}",Clay,Rainfed
3443,1703,317/3,GAT-3443,5.42,454,"{""type"":""Polygon""}",Clay,Canal
3444,1703,740/5,GAT-3444,0.61,454,"{""type"":""Polygon""}",Red Soil,Canal
3445,1704,805/3,GAT-3445,5.86,67,"{""type"":""Polygon""}",Black Soil,Canal
3446,1704,78/2,GAT-3446,6.45,67,"{""type"":""Polygon""}",Red Soil,Rainfed
3447,1704,321/1,GAT-3447,3.02,67,"{""type"":""Polygon""}",Red Soil,Drip
3448,1705,653/1,GAT-3448,2.99,139,"{""type"":""Polygon""}",Clay,Canal
3449,1705,444/1,GAT-3449,3.23,139,"{""type"":""Polygon""}",Red Soil,Rainfed
3450,1706,996/2,GAT-3450,7.13,270,"{""type"":""Polygon""}",Clay,Canal
3451,1706,37/3,GAT-3451,7.97,270,"{""type"":""Polygon""}",Red Soil,Rainfed
3452,1706,200/1,GAT-3452,4.65,270,"{""type"":""Polygon""}",Clay,Rainfed
3453,1707,462/2,GAT-3453,4.34,19,"{""type"":""Polygon""}",Red Soil,Rainfed
3454,1708,578/2,GAT-3454,7.98,336,"{""type"":""Polygon""}",Black Soil,Drip
3455,1709,419/3,GAT-3455,0.83,119,"{""type"":""Polygon""}",Black Soil,Drip
3456,1709,941/5,GAT-3456,9.2,119,"{""type"":""Polygon""}",Red Soil,Rainfed
3457,1709,218/4,GAT-3457,6.38,119,"{""type"":""Polygon""}",Clay,Canal
3458,1710,132/1,GAT-3458,5.81,60,"{""type"":""Polygon""}",Red Soil,Drip
3459,1711,254/2,GAT-3459,9.37,138,"{""type"":""Polygon""}",Clay,Canal
3460,1711,884/3,GAT-3460,8.33,138,"{""type"":""Polygon""}",Clay,Drip
3461,1711,373/3,GAT-3461,4.89,138,"{""type"":""Polygon""}",Black Soil,Canal
3462,1712,202/3,GAT-3462,2.63,269,"{""type"":""Polygon""}",Black Soil,Drip
3463,1712,148/3,GAT-3463,6.25,269,"{""type"":""Polygon""}",Clay,Canal
3464,1713,357/1,GAT-3464,7.17,277,"{""type"":""Polygon""}",Clay,Rainfed
3465,1714,231/2,GAT-3465,1.89,293,"{""type"":""Polygon""}",Clay,Canal
3466,1714,620/4,GAT-3466,1.37,293,"{""type"":""Polygon""}",Red Soil,Rainfed
3467,1715,111/3,GAT-3467,2.62,154,"{""type"":""Polygon""}",Black Soil,Canal
3468,1715,905/4,GAT-3468,4.65,154,"{""type"":""Polygon""}",Clay,Canal
3469,1715,632/1,GAT-3469,8.99,154,"{""type"":""Polygon""}",Clay,Drip
3470,1716,125/5,GAT-3470,3.86,84,"{""type"":""Polygon""}",Black Soil,Drip
3471,1716,58/1,GAT-3471,3.61,84,"{""type"":""Polygon""}",Clay,Drip
3472,1717,551/3,GAT-3472,4.93,430,"{""type"":""Polygon""}",Red Soil,Drip
3473,1717,531/4,GAT-3473,9.04,430,"{""type"":""Polygon""}",Red Soil,Drip
3474,1718,969/5,GAT-3474,4.89,201,"{""type"":""Polygon""}",Red Soil,Rainfed
3475,1718,948/2,GAT-3475,3.8,201,"{""type"":""Polygon""}",Black Soil,Rainfed
3476,1719,651/1,GAT-3476,1.76,176,"{""type"":""Polygon""}",Clay,Drip
3477,1720,741/1,GAT-3477,4.3,212,"{""type"":""Polygon""}",Black Soil,Rainfed
3478,1720,954/1,GAT-3478,7.68,212,"{""type"":""Polygon""}",Red Soil,Drip
3479,1720,110/5,GAT-3479,2.46,212,"{""type"":""Polygon""}",Black Soil,Drip
3480,1721,957/3,GAT-3480,9.95,326,"{""type"":""Polygon""}",Black Soil,Canal
3481,1722,23/5,GAT-3481,3.84,106,"{""type"":""Polygon""}",Black Soil,Drip
3482,1723,154/2,GAT-3482,9.09,15,"{""type"":""Polygon""}",Red Soil,Rainfed
3483,1723,68/3,GAT-3483,2.35,15,"{""type"":""Polygon""}",Black Soil,Drip
3484,1724,12/4,GAT-3484,3.04,333,"{""type"":""Polygon""}",Red Soil,Drip
3485,1725,871/5,GAT-3485,8.48,249,"{""type"":""Polygon""}",Clay,Canal
3486,1725,62/3,GAT-3486,2.64,249,"{""type"":""Polygon""}",Black Soil,Drip
3487,1726,618/1,GAT-3487,7.26,166,"{""type"":""Polygon""}",Black Soil,Canal
3488,1727,918/5,GAT-3488,0.97,73,"{""type"":""Polygon""}",Black Soil,Drip
3489,1728,663/5,GAT-3489,2.61,337,"{""type"":""Polygon""}",Red Soil,Canal
3490,1728,55/5,GAT-3490,2.56,337,"{""type"":""Polygon""}",Clay,Drip
3491,1728,297/3,GAT-3491,5.49,337,"{""type"":""Polygon""}",Black Soil,Rainfed
3492,1729,710/5,GAT-3492,6.21,389,"{""type"":""Polygon""}",Black Soil,Rainfed
3493,1730,803/5,GAT-3493,2.85,330,"{""type"":""Polygon""}",Red Soil,Rainfed
3494,1731,990/2,GAT-3494,7.53,333,"{""type"":""Polygon""}",Red Soil,Canal
3495,1731,528/3,GAT-3495,6.69,333,"{""type"":""Polygon""}",Black Soil,Drip
3496,1731,516/5,GAT-3496,6.56,333,"{""type"":""Polygon""}",Clay,Drip
3497,1732,809/3,GAT-3497,9.24,423,"{""type"":""Polygon""}",Clay,Rainfed
3498,1733,596/4,GAT-3498,4.39,233,"{""type"":""Polygon""}",Red Soil,Canal
3499,1734,813/4,GAT-3499,5.51,57,"{""type"":""Polygon""}",Clay,Canal
3500,1734,303/2,GAT-3500,7.87,57,"{""type"":""Polygon""}",Black Soil,Drip
3501,1734,311/1,GAT-3501,0.56,57,"{""type"":""Polygon""}",Clay,Drip
3502,1735,136/1,GAT-3502,7.88,322,"{""type"":""Polygon""}",Clay,Canal
3503,1735,422/5,GAT-3503,2.63,322,"{""type"":""Polygon""}",Black Soil,Drip
3504,1735,906/2,GAT-3504,7.33,322,"{""type"":""Polygon""}",Red Soil,Canal
3505,1736,749/2,GAT-3505,2.42,139,"{""type"":""Polygon""}",Black Soil,Drip
3506,1736,297/5,GAT-3506,5.91,139,"{""type"":""Polygon""}",Black Soil,Rainfed
3507,1736,288/5,GAT-3507,5.37,139,"{""type"":""Polygon""}",Red Soil,Rainfed
3508,1737,699/3,GAT-3508,4.33,151,"{""type"":""Polygon""}",Red Soil,Drip
3509,1738,279/3,GAT-3509,2.36,302,"{""type"":""Polygon""}",Black Soil,Rainfed
3510,1738,854/1,GAT-3510,5.67,302,"{""type"":""Polygon""}",Red Soil,Drip
3511,1739,814/4,GAT-3511,1.99,188,"{""type"":""Polygon""}",Black Soil,Rainfed
3512,1739,337/3,GAT-3512,5.56,188,"{""type"":""Polygon""}",Black Soil,Canal
3513,1740,273/3,GAT-3513,9.1,258,"{""type"":""Polygon""}",Clay,Drip
3514,1741,225/1,GAT-3514,6.76,346,"{""type"":""Polygon""}",Clay,Canal
3515,1741,498/3,GAT-3515,3.0,346,"{""type"":""Polygon""}",Black Soil,Rainfed
3516,1741,427/3,GAT-3516,6.26,346,"{""type"":""Polygon""}",Black Soil,Rainfed
3517,1742,759/3,GAT-3517,1.26,10,"{""type"":""Polygon""}",Red Soil,Rainfed
3518,1742,411/2,GAT-3518,2.48,10,"{""type"":""Polygon""}",Clay,Canal
3519,1743,99/2,GAT-3519,2.31,248,"{""type"":""Polygon""}",Black Soil,Drip
3520,1743,946/5,GAT-3520,4.39,248,"{""type"":""Polygon""}",Black Soil,Rainfed
3521,1743,759/5,GAT-3521,7.9,248,"{""type"":""Polygon""}",Black Soil,Canal
3522,1744,641/5,GAT-3522,5.23,119,"{""type"":""Polygon""}",Red Soil,Canal
3523,1744,715/1,GAT-3523,7.74,119,"{""type"":""Polygon""}",Black Soil,Drip
3524,1745,786/4,GAT-3524,8.61,216,"{""type"":""Polygon""}",Black Soil,Drip
3525,1745,428/1,GAT-3525,2.89,216,"{""type"":""Polygon""}",Black Soil,Rainfed
3526,1746,446/4,GAT-3526,3.17,313,"{""type"":""Polygon""}",Clay,Canal
3527,1746,541/1,GAT-3527,7.71,313,"{""type"":""Polygon""}",Red Soil,Drip
3528,1746,802/5,GAT-3528,8.51,313,"{""type"":""Polygon""}",Red Soil,Canal
3529,1747,887/3,GAT-3529,3.18,72,"{""type"":""Polygon""}",Black Soil,Drip
3530,1747,613/5,GAT-3530,2.57,72,"{""type"":""Polygon""}",Black Soil,Canal
3531,1748,283/2,GAT-3531,3.63,391,"{""type"":""Polygon""}",Black Soil,Rainfed
3532,1748,951/1,GAT-3532,7.79,391,"{""type"":""Polygon""}",Red Soil,Rainfed
3533,1748,298/5,GAT-3533,5.82,391,"{""type"":""Polygon""}",Black Soil,Rainfed
3534,1749,916/5,GAT-3534,1.37,56,"{""type"":""Polygon""}",Red Soil,Rainfed
3535,1750,320/5,GAT-3535,2.12,163,"{""type"":""Polygon""}",Black Soil,Rainfed
3536,1751,701/2,GAT-3536,1.36,359,"{""type"":""Polygon""}",Black Soil,Rainfed
3537,1751,783/5,GAT-3537,3.97,359,"{""type"":""Polygon""}",Red Soil,Drip
3538,1752,368/4,GAT-3538,2.16,301,"{""type"":""Polygon""}",Black Soil,Rainfed
3539,1753,516/3,GAT-3539,7.15,187,"{""type"":""Polygon""}",Clay,Canal
3540,1753,847/4,GAT-3540,1.02,187,"{""type"":""Polygon""}",Black Soil,Canal
3541,1753,447/4,GAT-3541,2.81,187,"{""type"":""Polygon""}",Black Soil,Rainfed
3542,1754,755/5,GAT-3542,4.95,304,"{""type"":""Polygon""}",Black Soil,Canal
3543,1755,785/1,GAT-3543,7.16,414,"{""type"":""Polygon""}",Red Soil,Canal
3544,1755,99/4,GAT-3544,6.58,414,"{""type"":""Polygon""}",Black Soil,Drip
3545,1756,359/4,GAT-3545,9.49,114,"{""type"":""Polygon""}",Clay,Canal
3546,1756,589/3,GAT-3546,4.45,114,"{""type"":""Polygon""}",Red Soil,Drip
3547,1756,578/3,GAT-3547,9.47,114,"{""type"":""Polygon""}",Clay,Rainfed
3548,1757,726/3,GAT-3548,1.52,217,"{""type"":""Polygon""}",Red Soil,Canal
3549,1757,448/5,GAT-3549,2.93,217,"{""type"":""Polygon""}",Black Soil,Drip
3550,1758,559/1,GAT-3550,3.71,361,"{""type"":""Polygon""}",Black Soil,Drip
3551,1758,650/1,GAT-3551,9.07,361,"{""type"":""Polygon""}",Clay,Canal
3552,1758,475/3,GAT-3552,8.75,361,"{""type"":""Polygon""}",Clay,Drip
3553,1759,815/4,GAT-3553,2.65,4,"{""type"":""Polygon""}",Clay,Drip
3554,1759,603/1,GAT-3554,2.86,4,"{""type"":""Polygon""}",Red Soil,Rainfed
3555,1760,156/3,GAT-3555,2.39,398,"{""type"":""Polygon""}",Clay,Canal
3556,1761,599/5,GAT-3556,1.46,158,"{""type"":""Polygon""}",Red Soil,Drip
3557,1761,986/1,GAT-3557,4.66,158,"{""type"":""Polygon""}",Clay,Rainfed
3558,1761,604/2,GAT-3558,3.72,158,"{""type"":""Polygon""}",Red Soil,Drip
3559,1762,310/1,GAT-3559,5.5,362,"{""type"":""Polygon""}",Black Soil,Canal
3560,1762,633/2,GAT-3560,4.6,362,"{""type"":""Polygon""}",Red Soil,Rainfed
3561,1762,978/1,GAT-3561,6.23,362,"{""type"":""Polygon""}",Clay,Rainfed
3562,1763,57/5,GAT-3562,2.09,250,"{""type"":""Polygon""}",Red Soil,Drip
3563,1764,996/1,GAT-3563,1.84,390,"{""type"":""Polygon""}",Clay,Rainfed
3564,1765,776/4,GAT-3564,6.89,83,"{""type"":""Polygon""}",Clay,Canal
3565,1765,342/2,GAT-3565,6.75,83,"{""type"":""Polygon""}",Clay,Rainfed
3566,1766,237/5,GAT-3566,5.21,244,"{""type"":""Polygon""}",Clay,Drip
3567,1766,875/2,GAT-3567,6.74,244,"{""type"":""Polygon""}",Clay,Canal
3568,1766,660/5,GAT-3568,1.04,244,"{""type"":""Polygon""}",Black Soil,Drip
3569,1767,586/4,GAT-3569,4.37,172,"{""type"":""Polygon""}",Black Soil,Canal
3570,1768,459/5,GAT-3570,6.99,349,"{""type"":""Polygon""}",Black Soil,Rainfed
3571,1768,564/5,GAT-3571,7.19,349,"{""type"":""Polygon""}",Red Soil,Canal
3572,1768,160/4,GAT-3572,2.4,349,"{""type"":""Polygon""}",Black Soil,Canal
3573,1769,436/2,GAT-3573,2.24,461,"{""type"":""Polygon""}",Red Soil,Drip
3574,1769,260/4,GAT-3574,9.0,461,"{""type"":""Polygon""}",Red Soil,Drip
3575,1769,512/1,GAT-3575,6.9,461,"{""type"":""Polygon""}",Clay,Rainfed
3576,1770,520/1,GAT-3576,9.32,180,"{""type"":""Polygon""}",Clay,Drip
3577,1770,595/2,GAT-3577,7.2,180,"{""type"":""Polygon""}",Clay,Canal
3578,1771,496/4,GAT-3578,2.86,146,"{""type"":""Polygon""}",Red Soil,Rainfed
3579,1772,980/4,GAT-3579,8.78,110,"{""type"":""Polygon""}",Red Soil,Rainfed
3580,1773,441/5,GAT-3580,0.87,386,"{""type"":""Polygon""}",Clay,Rainfed
3581,1774,802/4,GAT-3581,1.24,61,"{""type"":""Polygon""}",Red Soil,Drip
3582,1774,76/3,GAT-3582,3.46,61,"{""type"":""Polygon""}",Black Soil,Rainfed
3583,1774,835/4,GAT-3583,7.12,61,"{""type"":""Polygon""}",Black Soil,Rainfed
3584,1775,582/1,GAT-3584,8.99,311,"{""type"":""Polygon""}",Clay,Rainfed
3585,1776,475/1,GAT-3585,0.7,187,"{""type"":""Polygon""}",Clay,Canal
3586,1776,734/4,GAT-3586,5.7,187,"{""type"":""Polygon""}",Black Soil,Drip
3587,1777,247/1,GAT-3587,4.29,250,"{""type"":""Polygon""}",Red Soil,Rainfed
3588,1777,15/4,GAT-3588,0.85,250,"{""type"":""Polygon""}",Clay,Drip
3589,1778,509/1,GAT-3589,1.4,123,"{""type"":""Polygon""}",Black Soil,Rainfed
3590,1778,827/1,GAT-3590,3.46,123,"{""type"":""Polygon""}",Red Soil,Canal
3591,1779,559/4,GAT-3591,3.35,306,"{""type"":""Polygon""}",Clay,Rainfed
3592,1780,686/4,GAT-3592,3.05,307,"{""type"":""Polygon""}",Black Soil,Canal
3593,1781,537/5,GAT-3593,8.01,429,"{""type"":""Polygon""}",Clay,Canal
3594,1782,623/2,GAT-3594,7.57,118,"{""type"":""Polygon""}",Clay,Canal
3595,1783,143/1,GAT-3595,3.86,269,"{""type"":""Polygon""}",Red Soil,Canal
3596,1783,368/2,GAT-3596,3.27,269,"{""type"":""Polygon""}",Black Soil,Drip
3597,1783,639/1,GAT-3597,1.1,269,"{""type"":""Polygon""}",Red Soil,Drip
3598,1784,793/4,GAT-3598,3.29,250,"{""type"":""Polygon""}",Clay,Drip
3599,1784,671/4,GAT-3599,1.68,250,"{""type"":""Polygon""}",Black Soil,Canal
3600,1785,43/3,GAT-3600,3.4,373,"{""type"":""Polygon""}",Clay,Rainfed
3601,1785,105/3,GAT-3601,5.21,373,"{""type"":""Polygon""}",Black Soil,Drip
3602,1785,122/5,GAT-3602,0.75,373,"{""type"":""Polygon""}",Clay,Drip
3603,1786,256/3,GAT-3603,1.89,148,"{""type"":""Polygon""}",Black Soil,Rainfed
3604,1786,865/3,GAT-3604,4.85,148,"{""type"":""Polygon""}",Clay,Drip
3605,1787,826/3,GAT-3605,6.34,211,"{""type"":""Polygon""}",Black Soil,Rainfed
3606,1787,618/1,GAT-3606,3.26,211,"{""type"":""Polygon""}",Black Soil,Canal
3607,1788,673/2,GAT-3607,9.2,41,"{""type"":""Polygon""}",Black Soil,Drip
